Wvlgth nm,Global tilt  W*m-2*nm-1,photon energy (J),photon flux (s-1 m-2 nm-1)
2865.0,1.6763E-04,6.93359E-20,2.4176E+15
2870.0,6.3129E-06,6.92151E-20,9.1207E+13
2875.0,3.9170E-04,6.90948E-20,5.6690E+15
2880.0,2.4724E-04,6.89748E-20,3.5845E+15
2885.0,4.5332E-04,6.88553E-20,6.5837E+15
2890.0,1.8623E-04,6.87362E-20,2.7093E+15
2895.0,2.6643E-03,6.86174E-20,3.8828E+16
2900.0,8.1152E-04,6.84991E-20,1.1847E+16
2905.0,1.1096E-04,6.83812E-20,1.6227E+15
2910.0,2.7220E-03,6.82637E-20,3.9875E+16
2915.0,1.2581E-03,6.81466E-20,1.8462E+16
2920.0,2.8948E-03,6.803E-20,4.2552E+16
2925.0,1.0835E-03,6.79137E-20,1.5954E+16
2930.0,5.8858E-03,6.77978E-20,8.6814E+16
2935.0,6.4903E-03,6.76823E-20,9.5894E+16
2940.0,1.6273E-03,6.75672E-20,2.4084E+16
2945.0,1.4489E-03,6.74525E-20,2.1480E+16
2950.0,5.2276E-03,6.73381E-20,7.7632E+16
2955.0,2.3361E-03,6.72242E-20,3.4751E+16
2960.0,4.5971E-03,6.71106E-20,6.8500E+16
2965.0,7.4379E-03,6.69975E-20,1.1102E+17
2970.0,3.5233E-04,6.68847E-20,5.2677E+15
2975.0,8.5429E-04,6.67723E-20,1.2794E+16
2980.0,1.3381E-03,6.66602E-20,2.0073E+16
2985.0,6.9628E-03,6.65486E-20,1.0463E+17
2990.0,1.0280E-02,6.64373E-20,1.5473E+17
2995.0,4.2755E-03,6.63264E-20,6.4462E+16
3000.0,7.8472E-03,6.62158E-20,1.1851E+17
3005.0,2.8906E-03,6.61057E-20,4.3727E+16
3010.0,6.8479E-03,6.59958E-20,1.0376E+17
3015.0,5.5551E-03,6.58864E-20,8.4313E+16
3020.0,6.3369E-04,6.57773E-20,9.6339E+15
3025.0,7.5031E-03,6.56686E-20,1.1426E+17
3030.0,6.0753E-03,6.55602E-20,9.2667E+16
3035.0,2.4986E-03,6.54522E-20,3.8174E+16
3040.0,2.0242E-03,6.53446E-20,3.0977E+16
3045.0,4.2090E-03,6.52373E-20,6.4518E+16
3050.0,1.0321E-03,6.51303E-20,1.5847E+16
3055.0,2.8947E-04,6.50237E-20,4.4518E+15
3060.0,6.3012E-03,6.49175E-20,9.7065E+16
3065.0,2.9113E-03,6.48116E-20,4.4919E+16
3070.0,1.7492E-03,6.4706E-20,2.7033E+16
3075.0,6.0221E-03,6.46008E-20,9.3220E+16
3080.0,3.6224E-03,6.44959E-20,5.6165E+16
3085.0,1.7671E-03,6.43914E-20,2.7443E+16
3090.0,2.3805E-03,6.42872E-20,3.7029E+16
3095.0,6.5510E-04,6.41834E-20,1.0207E+16
3100.0,4.4010E-03,6.40798E-20,6.8680E+16
3105.0,9.2155E-04,6.39766E-20,1.4404E+16
3110.0,8.4569E-04,6.38738E-20,1.3240E+16
3115.0,2.2677E-03,6.37713E-20,3.5560E+16
3120.0,9.8197E-03,6.36691E-20,1.5423E+17
3125.0,3.0289E-03,6.35672E-20,4.7649E+16
3130.0,5.7614E-03,6.34656E-20,9.0780E+16
3135.0,1.1446E-02,6.33644E-20,1.8064E+17
3140.0,3.3241E-03,6.32635E-20,5.2544E+16
3145.0,3.2517E-03,6.3163E-20,5.1481E+16
3150.0,6.6744E-03,6.30627E-20,1.0584E+17
3155.0,5.6366E-03,6.29628E-20,8.9523E+16
3160.0,9.2320E-03,6.28631E-20,1.4686E+17
3165.0,1.4017E-02,6.27638E-20,2.2333E+17
3170.0,1.2516E-02,6.26648E-20,1.9973E+17
3175.0,9.2302E-03,6.25661E-20,1.4753E+17
3180.0,1.0621E-02,6.24678E-20,1.7002E+17
3185.0,8.0823E-03,6.23697E-20,1.2959E+17
3190.0,4.2388E-03,6.22719E-20,6.8069E+16
3195.0,2.6927E-03,6.21745E-20,4.3309E+16
3200.0,4.3843E-04,6.20773E-20,7.0626E+15
3205.0,3.0973E-04,6.19805E-20,4.9972E+15
3210.0,1.3634E-04,6.1884E-20,2.2032E+15
3215.0,4.9752E-04,6.17877E-20,8.0521E+15
3220.0,1.6089E-03,6.16918E-20,2.6080E+16
3225.0,1.9875E-04,6.15961E-20,3.2267E+15
3230.0,3.4080E-04,6.15008E-20,5.5414E+15
3235.0,7.2940E-03,6.14057E-20,1.1878E+17
3240.0,3.7464E-03,6.1311E-20,6.1105E+16
3245.0,7.3409E-04,6.12165E-20,1.1992E+16
3250.0,2.6067E-03,6.11223E-20,4.2647E+16
3255.0,9.9378E-03,6.10284E-20,1.6284E+17
3260.0,1.2248E-03,6.09348E-20,2.0100E+16
3265.0,2.4465E-03,6.08415E-20,4.0211E+16
3270.0,1.2186E-03,6.07485E-20,2.0060E+16
3275.0,5.9265E-03,6.06557E-20,9.7707E+16
3280.0,2.8644E-03,6.05633E-20,4.7296E+16
3285.0,1.1128E-02,6.04711E-20,1.8402E+17
3290.0,8.7571E-03,6.03792E-20,1.4504E+17
3295.0,1.2234E-03,6.02876E-20,2.0293E+16
3300.0,1.7794E-03,6.01962E-20,2.9560E+16
3305.0,3.9416E-03,6.01051E-20,6.5578E+16
3310.0,3.9235E-03,6.00143E-20,6.5376E+16
3315.0,1.6133E-05,5.99238E-20,2.6923E+14
3320.0,5.9987E-05,5.98336E-20,1.0026E+15
3325.0,3.5187E-03,5.97436E-20,5.8897E+16
3330.0,4.6616E-03,5.96539E-20,7.8144E+16
3335.0,9.0694E-03,5.95645E-20,1.5226E+17
3340.0,3.4602E-03,5.94753E-20,5.8179E+16
3345.0,3.5408E-03,5.93864E-20,5.9623E+16
3350.0,8.0277E-03,5.92978E-20,1.3538E+17
3355.0,3.6308E-03,5.92094E-20,6.1321E+16
3360.0,5.2402E-03,5.91213E-20,8.8635E+16
3365.0,7.1907E-03,5.90334E-20,1.2181E+17
3370.0,3.9389E-03,5.89458E-20,6.6822E+16
3375.0,8.4560E-03,5.88585E-20,1.4367E+17
3380.0,5.1115E-03,5.87714E-20,8.6973E+16
3385.0,7.4896E-03,5.86846E-20,1.2762E+17
3390.0,9.8552E-03,5.85981E-20,1.6818E+17
3395.0,9.5465E-03,5.85118E-20,1.6316E+17
3400.0,1.2509E-02,5.84257E-20,2.1410E+17
3405.0,4.4594E-03,5.83399E-20,7.6438E+16
3410.0,7.0802E-03,5.82544E-20,1.2154E+17
3415.0,7.2774E-03,5.81691E-20,1.2511E+17
3420.0,1.3165E-02,5.80841E-20,2.2665E+17
3425.0,1.0006E-02,5.79993E-20,1.7252E+17
3430.0,8.6892E-03,5.79147E-20,1.5003E+17
3435.0,1.1553E-02,5.78304E-20,1.9977E+17
3440.0,8.0348E-03,5.77464E-20,1.3914E+17
3445.0,1.1318E-02,5.76625E-20,1.9628E+17
3450.0,1.1153E-02,5.7579E-20,1.9370E+17
3455.0,8.3089E-03,5.74957E-20,1.4451E+17
3460.0,1.2530E-02,5.74126E-20,2.1824E+17
3465.0,9.8179E-03,5.73297E-20,1.7125E+17
3470.0,1.2264E-02,5.72471E-20,2.1423E+17
3475.0,1.0943E-02,5.71647E-20,1.9143E+17
3480.0,1.1224E-02,5.70826E-20,1.9663E+17
3485.0,1.2094E-02,5.70007E-20,2.1217E+17
3490.0,1.0419E-02,5.6919E-20,1.8305E+17
3495.0,1.2265E-02,5.68376E-20,2.1579E+17
3500.0,1.1917E-02,5.67564E-20,2.0997E+17
3505.0,1.1809E-02,5.66755E-20,2.0836E+17
3510.0,1.1963E-02,5.65947E-20,2.1138E+17
3515.0,1.1494E-02,5.65142E-20,2.0338E+17
3520.0,1.2122E-02,5.64339E-20,2.1480E+17
3525.0,1.1428E-02,5.63539E-20,2.0279E+17
3530.0,1.1127E-02,5.62741E-20,1.9773E+17
3535.0,9.4556E-03,5.61945E-20,1.6827E+17
3540.0,9.0310E-03,5.61151E-20,1.6094E+17
3545.0,9.5432E-03,5.6036E-20,1.7030E+17
3550.0,1.0538E-02,5.5957E-20,1.8832E+17
3555.0,9.0581E-03,5.58783E-20,1.6210E+17
3560.0,1.0795E-02,5.57999E-20,1.9346E+17
3565.0,1.0851E-02,5.57216E-20,1.9474E+17
3570.0,8.3376E-03,5.56436E-20,1.4984E+17
3575.0,8.6444E-03,5.55657E-20,1.5557E+17
3580.0,1.0187E-02,5.54881E-20,1.8359E+17
3585.0,9.1671E-03,5.54107E-20,1.6544E+17
3590.0,9.4523E-03,5.53336E-20,1.7082E+17
3595.0,9.6700E-03,5.52566E-20,1.7500E+17
3600.0,1.0262E-02,5.51799E-20,1.8597E+17
3605.0,1.0359E-02,5.51033E-20,1.8799E+17
3610.0,9.4787E-03,5.5027E-20,1.7226E+17
3615.0,9.4726E-03,5.49509E-20,1.7238E+17
3620.0,1.1614E-02,5.4875E-20,2.1164E+17
3625.0,1.0239E-02,5.47993E-20,1.8685E+17
3630.0,9.9550E-03,5.47238E-20,1.8191E+17
3635.0,1.0299E-02,5.46486E-20,1.8846E+17
3640.0,1.1480E-02,5.45735E-20,2.1036E+17
3645.0,1.0599E-02,5.44986E-20,1.9448E+17
3650.0,1.0123E-02,5.4424E-20,1.8600E+17
3655.0,1.0978E-02,5.43495E-20,2.0199E+17
3660.0,1.0914E-02,5.42753E-20,2.0109E+17
3665.0,1.0253E-02,5.42012E-20,1.8917E+17
3670.0,7.9003E-03,5.41274E-20,1.4596E+17
3675.0,4.8286E-03,5.40537E-20,8.9330E+16
3680.0,8.3312E-03,5.39803E-20,1.5434E+17
3685.0,9.4380E-03,5.39071E-20,1.7508E+17
3690.0,9.6922E-03,5.3834E-20,1.8004E+17
3695.0,1.0132E-02,5.37612E-20,1.8846E+17
3700.0,1.0878E-02,5.36885E-20,2.0261E+17
3705.0,1.0770E-02,5.36161E-20,2.0087E+17
3710.0,9.3640E-03,5.35438E-20,1.7488E+17
3715.0,9.2254E-03,5.34717E-20,1.7253E+17
3720.0,1.0376E-02,5.33999E-20,1.9431E+17
3725.0,1.0698E-02,5.33282E-20,2.0061E+17
3730.0,9.2707E-03,5.32567E-20,1.7408E+17
3735.0,8.5837E-03,5.31854E-20,1.6139E+17
3740.0,8.8494E-03,5.31143E-20,1.6661E+17
3745.0,1.0331E-02,5.30434E-20,1.9477E+17
3750.0,9.2903E-03,5.29727E-20,1.7538E+17
3755.0,8.9918E-03,5.29021E-20,1.6997E+17
3760.0,8.8633E-03,5.28318E-20,1.6776E+17
3765.0,8.5502E-03,5.27616E-20,1.6205E+17
3770.0,9.1243E-03,5.26916E-20,1.7316E+17
3775.0,9.0521E-03,5.26218E-20,1.7202E+17
3780.0,9.5746E-03,5.25522E-20,1.8219E+17
3785.0,8.8123E-03,5.24828E-20,1.6791E+17
3790.0,7.7564E-03,5.24136E-20,1.4798E+17
3795.0,8.8692E-03,5.23445E-20,1.6944E+17
3800.0,9.8592E-03,5.22757E-20,1.8860E+17
3805.0,9.3049E-03,5.2207E-20,1.7823E+17
3810.0,8.2451E-03,5.21384E-20,1.5814E+17
3815.0,7.7569E-03,5.20701E-20,1.4897E+17
3820.0,9.6550E-03,5.2002E-20,1.8567E+17
3825.0,9.5056E-03,5.1934E-20,1.8303E+17
3830.0,9.5925E-03,5.18662E-20,1.8495E+17
3835.0,7.6916E-03,5.17986E-20,1.4849E+17
3840.0,8.9756E-03,5.17311E-20,1.7350E+17
3845.0,8.7801E-03,5.16638E-20,1.6995E+17
3850.0,8.8274E-03,5.15967E-20,1.7108E+17
3855.0,8.5085E-03,5.15298E-20,1.6512E+17
3860.0,7.9940E-03,5.14631E-20,1.5533E+17
3865.0,8.0989E-03,5.13965E-20,1.5758E+17
3870.0,7.3604E-03,5.13301E-20,1.4339E+17
3875.0,6.7620E-03,5.12639E-20,1.3191E+17
3880.0,6.5340E-03,5.11978E-20,1.2762E+17
3885.0,6.7717E-03,5.11319E-20,1.3244E+17
3890.0,6.8818E-03,5.10662E-20,1.3476E+17
3895.0,7.4760E-03,5.10006E-20,1.4659E+17
3900.0,7.9254E-03,5.09353E-20,1.5560E+17
3905.0,7.9269E-03,5.087E-20,1.5583E+17
3910.0,7.1353E-03,5.0805E-20,1.4044E+17
3915.0,6.9868E-03,5.07401E-20,1.3770E+17
3920.0,6.9466E-03,5.06754E-20,1.3708E+17
3925.0,6.8520E-03,5.06108E-20,1.3539E+17
3930.0,7.0502E-03,5.05464E-20,1.3948E+17
3935.0,7.3541E-03,5.04822E-20,1.4568E+17
3940.0,7.4027E-03,5.04181E-20,1.4683E+17
3945.0,7.5412E-03,5.03542E-20,1.4976E+17
3950.0,7.6277E-03,5.02905E-20,1.5167E+17
3955.0,7.7199E-03,5.02269E-20,1.5370E+17
3960.0,7.7482E-03,5.01635E-20,1.5446E+17
3965.0,7.8057E-03,5.01002E-20,1.5580E+17
3970.0,7.6806E-03,5.00371E-20,1.5350E+17
3975.0,7.5097E-03,4.99742E-20,1.5027E+17
3980.0,7.3872E-03,4.99114E-20,1.4801E+17
3985.0,7.4327E-03,4.98488E-20,1.4910E+17
3990.0,7.3723E-03,4.97863E-20,1.4808E+17
3995.0,7.2100E-03,4.9724E-20,1.4500E+17
4000.0,7.1043E-03,4.96619E-20,1.4305E+17
